id,checkpoint_path,logit_cosine,prob_cosine,inverse_kl,symmetric_inverse_kl,top1_agreement,top5_overlap,margin_similarity,confidence_similarity,same_correct,same_wrong,confidence_corr,target_acc,suspect_acc,acc_similarity,load_error
206,suspect_models\suspect_206.safetensors,0.7224764745253371,0.6551002134923648,0.5325324134483933,0.5496311142530292,0.60805,0.5500650129724294,0.18224995040046052,0.5507273074075579,0.607975,7.5e-05,0.13326620357759736,0.999875,0.608,0.7184553210597217,
207,suspect_models\suspect_207.safetensors,0.9037014119744301,0.9995049023166299,0.7422015418961644,0.7303089707382023,0.999875,0.6681650145158171,0.23769705998562277,0.927446885241568,0.9998,7.5e-05,0.2585629029265156,0.999875,0.99985,0.9999750006249845,
208,suspect_models\suspect_208.safetensors,0.9186123077079654,0.9999325890670531,0.9152909036777913,0.9180969871729613,0.9999,0.6283350146092475,0.47083775555472823,0.994486377465725,0.999825,7.5e-05,0.4092271190963281,0.999875,0.999875,1.0,
209,suspect_models\suspect_209.safetensors,0.8783180510044097,0.9999049045659602,0.8897571129374207,0.8947096012659371,0.999875,0.6211350146006793,0.44868111515101045,0.9922257966846227,0.999775,0.0001,0.330511121729002,0.999875,0.9998,0.9999250056245783,
210,suspect_models\suspect_210.safetensors,0.943544400973618,0.9988324464612175,0.8974040306389331,0.9038378854669631,0.998825,0.7282850135821849,0.45979207719583065,0.9886786063596606,0.99875,7.5e-05,0.29317780427831974,0.999875,0.9988,0.9989261543840372,
211,suspect_models\suspect_211.safetensors,0.44488790284055285,0.4143141422740193,0.41622090037204323,0.4196703830551356,0.3453,0.3836200090568513,0.12999449104908853,0.40820384098142387,0.34525,5e-05,0.07937408111526637,0.999875,0.34525,0.6043665483115509,
212,suspect_models\suspect_212.safetensors,0.7063396647159476,0.6396991682566818,0.4853829848021269,0.5069929799217731,0.595325,0.5397150129452348,0.1550459602586925,0.4766647584706545,0.5953,2.5e-05,0.12332248649453004,0.999875,0.595325,0.7119718059164857,
213,suspect_models\suspect_213.safetensors,0.9253604126289486,0.9999815912425518,0.9418139090426266,0.9414458347164094,0.999925,0.6390600148059428,0.5249251633625478,0.9959805692732334,0.999825,0.0001,0.5835578890789224,0.999875,0.99985,0.9999750006249845,
214,suspect_models\suspect_214.safetensors,0.3994754451830289,0.39102051007787675,0.42993747637346386,0.4351123071499169,0.336375,0.3226350072000176,0.14898465930977836,0.5086458128884435,0.336325,5e-05,0.07852171991320506,0.999875,0.336325,0.6011241020708726,
215,suspect_models\suspect_215.safetensors,0.8287304188273847,0.9860862216392532,0.726130566976592,0.755988600775227,0.9846,0.6410250145696104,0.36156083639673886,0.964974468792975,0.98455,5e-05,0.1350338529071002,0.999875,0.984625,0.9849790691947796,
216,suspect_models\suspect_216.safetensors,0.921376877579093,0.9999696966513991,0.9377293808989227,0.9374344163879752,0.99985,0.6322150147512555,0.5157538082171231,0.9955876965180039,0.9998,5e-05,0.5507327827773758,0.999875,0.999875,1.0,
217,suspect_models\suspect_217.safetensors,0.7148941131484695,0.6159738335679347,0.5143042114160955,0.5345650778576732,0.566475,0.5444500125300139,0.17523025163058192,0.5246000845775008,0.566425,5e-05,0.13538565371207395,0.999875,0.56645,0.6976298027451733,
